id,title,description,status,value_amount,value_currency,main_ocid,main_id
64802,FLAT-FOOT AIR CONDITIONERS,EME,active,1920615047.0,ZAR,ocds-9t57fa-74611,ocds-9t57fa-74611-2023-11-18T00:00:00Z
61682,MOHAUMOLUTSI CIVIL WORKS,EME,active,1299087060.0,ZAR,ocds-9t57fa-74999,ocds-9t57fa-74999-2023-11-24T00:00:00Z
30776, (MAYOLI TRADING ENTERPRISE),GEN,active,5658581.0,ZAR,ocds-9t57fa-75112,ocds-9t57fa-75112-2023-11-23T00:00:00Z
23650,MAAA0206712 CPS PROJECTS PTY LTD,QSE,active,15462575.0,ZAR,ocds-9t57fa-75204,ocds-9t57fa-75204-2023-11-23T00:00:00Z
23726,CPS PROJECTS,QSE,active,15462575.0,ZAR,ocds-9t57fa-75204,ocds-9t57fa-75204-2023-11-23T00:00:00Z
29714, (SOUTHERN CAPE WASTE AND RECYCLING),EME,active,1.0,ZAR,ocds-9t57fa-75291,ocds-9t57fa-75291-2023-11-24T00:00:00Z
26411, (ILIFA AFRICA ENGINEERS),GEN,active,164532625.0,ZAR,ocds-9t57fa-75825,ocds-9t57fa-75825-2023-12-01T00:00:00Z
35575, (ROADMAC SURFACING),GEN,active,33801603436.0,ZAR,ocds-9t57fa-76113,ocds-9t57fa-76113-2023-12-01T00:00:00Z
44491, SPECCOM,EME,active,146050000.0,ZAR,ocds-9t57fa-76182,ocds-9t57fa-76182-2023-12-01T00:00:00Z
28417, (JOEL MARK),EME,active,15285801.0,ZAR,ocds-9t57fa-76208,ocds-9t57fa-76208-2023-12-01T00:00:00Z
24013,Itec Tiyende,GEN,active,5527197.0,ZAR,ocds-9t57fa-76228,ocds-9t57fa-76228-2023-12-01T00:00:00Z
23111,itec tiyende,GEN,active,5527317.0,ZAR,ocds-9t57fa-76228,ocds-9t57fa-76228-2023-12-01T00:00:00Z
30609, (EQPROJECT MANAGERS AND SAFETY SOLUTIONS),EME,active,1006480.0,ZAR,ocds-9t57fa-76643,ocds-9t57fa-76643-2023-12-08T00:00:00Z
28471, (DHL HOLDINGS),EME,active,26404544.0,ZAR,ocds-9t57fa-76765,ocds-9t57fa-76765-2023-12-08T00:00:00Z
32006, (LEMOLIWE INVESTMENT),QSE,active,21056506.0,ZAR,ocds-9t57fa-76809,ocds-9t57fa-76809-2023-12-08T00:00:00Z
32009, (HLAMOSA BUSINESS SOLUTIONS),QSE,active,21056509.0,ZAR,ocds-9t57fa-76809,ocds-9t57fa-76809-2023-12-08T00:00:00Z
32010, (NDHUVI TRADING ENTERPRISE),EME,active,21056509.0,ZAR,ocds-9t57fa-76809,ocds-9t57fa-76809-2023-12-08T00:00:00Z
32007, (SMI COAL SERVICES),QSE,active,21056509.0,ZAR,ocds-9t57fa-76809,ocds-9t57fa-76809-2023-12-08T00:00:00Z
33631, (MPFUMELELO BUSINESS ENTERPRISE),EME,active,0,ZAR,ocds-9t57fa-76914,ocds-9t57fa-76914-2023-12-08T00:00:00Z
43125, (RAMP ECONOMICS),EME,active,10.0,ZAR,ocds-9t57fa-77344,ocds-9t57fa-77344-2023-12-14T00:00:00Z
40515, (INTAH SOLUTIONS),EME,active,13534483036.0,ZAR,ocds-9t57fa-77442,ocds-9t57fa-77442-2023-12-14T00:00:00Z
29276, (BOSCH PROJECTS),GEN,active,306667734.0,ZAR,ocds-9t57fa-77536,ocds-9t57fa-77536-2023-12-14T00:00:00Z
35120, (NOVAPHI CONSTRUCTION SERVICES),EME,active,2445294729.0,ZAR,ocds-9t57fa-77660,ocds-9t57fa-77660-2023-12-19T00:00:00Z
24109,URBAN SKYY ENTERPRISE,EME,active,418000.0,ZAR,ocds-9t57fa-83298,ocds-9t57fa-83298-2023-06-02T00:00:00Z
11386,THABO HM TRADING ENTERPRISE,EME,active,828494.5,ZAR,ocds-9t57fa-44972,ocds-9t57fa-44972-2023-01-18T00:00:00Z
35643, (AAA BEE VERIFICATION AGENCY),EME,active,3010550.0,ZAR,ocds-9t57fa-49318,ocds-9t57fa-49318-2023-03-17T00:00:00Z
27972, (REALM TRACK),EME,active,170140.0,ZAR,ocds-9t57fa-49404,ocds-9t57fa-49404-2023-03-17T00:00:00Z
13823,PMI CIVILS AND ELECTRICAL,QSE,active,0,ZAR,ocds-9t57fa-49445,ocds-9t57fa-49445-2023-03-17T00:00:00Z
28207, (SINTEC ELECTRICAL AND CONSTRUCTION),EME,active,3783500.0,ZAR,ocds-9t57fa-77584,ocds-9t57fa-77584-2023-12-16T00:00:00Z
36796, (RGZ PROJECTS),EME,active,5575773725.0,ZAR,ocds-9t57fa-77596,ocds-9t57fa-77596-2023-12-18T00:00:00Z
20663,RIGTECH AND SERVICES,EME,active,136000.0,ZAR,ocds-9t57fa-77708,ocds-9t57fa-77708-2023-12-18T00:00:00Z
20677,EAGLE SECURITY SYSTEMS WESTERN CAPE,GEN,active,108800.0,ZAR,ocds-9t57fa-77712,ocds-9t57fa-77712-2023-12-27T00:00:00Z
35570, (IGWANSILE TRADING),EME,active,0,ZAR,ocds-9t57fa-102239,ocds-9t57fa-102239-2023-06-15T00:00:00Z
43512, (WHERE FROM HERE PROJETS),EME,active,106313700.0,ZAR,ocds-9t57fa-115188,ocds-9t57fa-115188-2023-09-22T00:00:00Z
45237, STATE INFORMATION TECHNOLOGY AGENCY,EME,active,220982988.0,ZAR,ocds-9t57fa-118234,ocds-9t57fa-118234-2023-01-05T00:00:00Z
17071,QUIET STORM TRADING,EME,active,0,ZAR,ocds-9t57fa-44046,ocds-9t57fa-44046-2023-01-05T00:00:00Z
14559,MAGIC EYE TRADING 67,EME,active,0,ZAR,ocds-9t57fa-44049,ocds-9t57fa-44049-2023-01-05T00:00:00Z
20078,NORTHMORE PROJECTS,EME,active,6799258.0,ZAR,ocds-9t57fa-44053,ocds-9t57fa-44053-2023-01-05T00:00:00Z
14554,MAPLANI DEVELOPMENTS AND PROJECTS,EME,active,0,ZAR,ocds-9t57fa-44060,ocds-9t57fa-44060-2023-01-05T00:00:00Z
15968,HOSANA CONSTRUCTION,EME,active,0,ZAR,ocds-9t57fa-44068,ocds-9t57fa-44068-2023-01-05T00:00:00Z
14563,MANCINZA CIVIL CONTRACTORS AND ROAD MAINTANANCE,EME,active,0,ZAR,ocds-9t57fa-44077,ocds-9t57fa-44077-2023-01-05T00:00:00Z
14564,SIZUYISE CONSTRUCTION AND PROJECTS,EME,active,0,ZAR,ocds-9t57fa-44072,ocds-9t57fa-44072-2023-01-05T00:00:00Z
14532,NTHAWANI TRADING ENTERPRISE,EME,active,0,ZAR,ocds-9t57fa-44091,ocds-9t57fa-44091-2023-01-06T00:00:00Z
11012,RAIN CHARTERED ACCOUNTANTS,EME,active,0.0,ZAR,ocds-9t57fa-45013,ocds-9t57fa-45013-2023-01-20T00:00:00Z
26371, (4RGA ELECTRICAL PROJECT MANAGEMENT AND CONTRACTING),EME,active,3920000.0,ZAR,ocds-9t57fa-45046,ocds-9t57fa-45046-2023-01-20T00:00:00Z
17181,ATUBA CONSTRUCTION,EME,active,0,ZAR,ocds-9t57fa-45276,ocds-9t57fa-45276-2023-01-27T00:00:00Z
11855,KGSharp Laboratories,EME,active,0,ZAR,ocds-9t57fa-45306,ocds-9t57fa-45306-2023-01-27T00:00:00Z
9384,NEWGEN PUMPS AND VALVES,EME,active,0.0,ZAR,ocds-9t57fa-46076,ocds-9t57fa-46076-2023-02-10T00:00:00Z
40202, (MEMOTEK TRADING),GEN,active,177806085.0,ZAR,ocds-9t57fa-46069,ocds-9t57fa-46069-2023-02-10T00:00:00Z
12849,EDDIZAKHE TRADING PROJECT,EME,active,0,ZAR,ocds-9t57fa-46083,ocds-9t57fa-46083-2023-02-10T00:00:00Z
10051,ACUTE INNOVATION,EME,active,0.0,ZAR,ocds-9t57fa-46099,ocds-9t57fa-46099-2023-02-10T00:00:00Z
13718,MARCE PROJECTS,QSE,active,0,ZAR,ocds-9t57fa-46619,ocds-9t57fa-46619-2023-02-17T00:00:00Z
12100,Gora Projects,EME,active,3867895.0,ZAR,ocds-9t57fa-46789,ocds-9t57fa-46789-2023-02-17T00:00:00Z
13050,Solakha Inqweba Services,EME,active,0,ZAR,ocds-9t57fa-46818,ocds-9t57fa-46818-2023-02-17T00:00:00Z
27973, (PIENAAR BROTHERS),EME,active,3686517.0,ZAR,ocds-9t57fa-47334,ocds-9t57fa-47334-2023-02-24T00:00:00Z
12250,Axim,GEN,active,13746953.4,ZAR,ocds-9t57fa-47434,ocds-9t57fa-47434-2023-02-24T00:00:00Z
12609,FIRST TECHNOLOGY WESTERN CAPE,GEN,active,5172225.84,ZAR,ocds-9t57fa-47492,ocds-9t57fa-47492-2023-02-24T00:00:00Z
8879,MISCELLANEOUS TRADING SOLUTIONS,EME,active,0.0,ZAR,ocds-9t57fa-47868,ocds-9t57fa-47868-2023-02-17T00:00:00Z
11816,SEACLIFFE TRADING,EME,active,0,ZAR,ocds-9t57fa-48074,ocds-9t57fa-48074-2023-03-03T00:00:00Z
13719,FIRST TECHNOLOGY WESTERN CAPE,QSE,active,0,ZAR,ocds-9t57fa-48120,ocds-9t57fa-48120-2023-03-03T00:00:00Z
14792,LEBOWA NETWORKING,EME,active,0,ZAR,ocds-9t57fa-48119,ocds-9t57fa-48119-2023-03-03T00:00:00Z
13974,EMS SOLUTIONS,QSE,active,599380.0,ZAR,ocds-9t57fa-48141,ocds-9t57fa-48141-2023-03-03T00:00:00Z
12324,The Playhouse Company,EME,active,0,ZAR,ocds-9t57fa-48195,ocds-9t57fa-48195-2023-03-03T00:00:00Z
17077,PROMED TECHNOLOGIES,GEN,active,0.0,ZAR,ocds-9t57fa-48210,ocds-9t57fa-48210-2023-03-03T00:00:00Z
12705,REDFLANK SOLUTIONS,QSE,active,0,ZAR,ocds-9t57fa-48214,ocds-9t57fa-48214-2023-03-03T00:00:00Z
56702,PALMAN DISTRIBUTION,EME,active,15386425.0,ZAR,ocds-9t57fa-48795,ocds-9t57fa-48795-2023-03-10T00:00:00Z
20066,GXEKOKWAKHAYO TRADING PROJECTS,EME,active,5364514.0,ZAR,ocds-9t57fa-49503,ocds-9t57fa-49503-2023-03-17T00:00:00Z
14085,TICMEND,QSE,active,0,ZAR,ocds-9t57fa-49561,ocds-9t57fa-49561-2023-03-17T00:00:00Z
10189,MAX MUT GROUP,QSE,active,0.0,ZAR,ocds-9t57fa-49631,ocds-9t57fa-49631-2023-03-17T00:00:00Z
13473,BRIDGING EXECUTIVE MANAGEMENT,EME,active,1599700.0,ZAR,ocds-9t57fa-49638,ocds-9t57fa-49638-2023-03-17T00:00:00Z
23857,Ziphozethu Trading 110,EME,active,4607069.0,ZAR,ocds-9t57fa-50064,ocds-9t57fa-50064-2023-03-24T00:00:00Z
14522,Sombizi Holdings ,EME,active,0,ZAR,ocds-9t57fa-50102,ocds-9t57fa-50102-2023-03-24T00:00:00Z
19779,ACCESSPARK VIDA E CAFE,EME,active,1500000.0,ZAR,ocds-9t57fa-50195,ocds-9t57fa-50195-2023-03-24T00:00:00Z
15324,SKY METRO EQUIPMENT,EME,active,2835212.0,ZAR,ocds-9t57fa-50218,ocds-9t57fa-50218-2023-03-24T00:00:00Z
18201,A-M Consulting Engineers,GEN,active,1547695.0,ZAR,ocds-9t57fa-50719,ocds-9t57fa-50719-2023-03-30T00:00:00Z
15096,AFRICA SKILLS VILLAGE (TRAINING AND MANAGEMENT SERVICES),EME,active,532000.0,ZAR,ocds-9t57fa-50751,ocds-9t57fa-50751-2023-03-30T00:00:00Z
13071,STARTUNE,EME,active,168620.0,ZAR,ocds-9t57fa-50792,ocds-9t57fa-50792-2023-03-30T00:00:00Z
9928,ENABLING ICT SOLUTIONS,EME,active,0.0,ZAR,ocds-9t57fa-50835,ocds-9t57fa-50835-2023-01-19T00:00:00Z
31192, (CARL AND MELL TRADING),EME,active,2139.0,ZAR,ocds-9t57fa-50876,ocds-9t57fa-50876-2023-03-31T00:00:00Z
15435,Sharon Rose Trading,EME,active,3000000.0,ZAR,ocds-9t57fa-50886,ocds-9t57fa-50886-2023-03-31T00:00:00Z
12289,Wezzeuro,QSE,active,566593.5,ZAR,ocds-9t57fa-50896,ocds-9t57fa-50896-2023-03-31T00:00:00Z
19076,Map Africa Consulting Engineers,EME,active,32177.0,ZAR,ocds-9t57fa-50902,ocds-9t57fa-50902-2023-03-31T00:00:00Z
11101,MAAA0736032,EME,active,0.0,ZAR,ocds-9t57fa-50924,ocds-9t57fa-50924-2023-03-31T00:00:00Z
29833, (3ONE),QSE,active,9890.0,ZAR,ocds-9t57fa-50929,ocds-9t57fa-50929-2023-03-31T00:00:00Z
12999,2BLN ,QSE,active,0,ZAR,ocds-9t57fa-50975,ocds-9t57fa-50975-2023-03-31T00:00:00Z
11989,Questek Advanced Technologies,GEN,active,0,ZAR,ocds-9t57fa-50992,ocds-9t57fa-50992-2023-03-31T00:00:00Z
17270,Institute for local government and housing,EME,active,0,ZAR,ocds-9t57fa-51015,ocds-9t57fa-51015-2023-03-31T00:00:00Z
25623, (BERNHARD HOLDINGS),EME,active,1800000.0,ZAR,ocds-9t57fa-51317,ocds-9t57fa-51317-2023-04-06T00:00:00Z
47664,Immploy Recruitment Agency,GEN,active,192914930.0,ZAR,ocds-9t57fa-51257,ocds-9t57fa-51257-2023-04-14T00:00:00Z
13733,Faku Mphumzi Civils and Building Constructors,EME,active,0,ZAR,ocds-9t57fa-51345,ocds-9t57fa-51345-2023-04-06T00:00:00Z
17877,Intellehub,EME,active,4235220.0,ZAR,ocds-9t57fa-51424,ocds-9t57fa-51424-2023-04-06T00:00:00Z
31803, (KADDON PROJECTS),EME,active,4633795.0,ZAR,ocds-9t57fa-51896,ocds-9t57fa-51896-2023-04-14T00:00:00Z
13610,Bonakude Consulting,EME,active,0,ZAR,ocds-9t57fa-51915,ocds-9t57fa-51915-2023-04-14T00:00:00Z
13437,Ebusha General Trading ,QSE,active,0,ZAR,ocds-9t57fa-52232,ocds-9t57fa-52232-2023-04-21T00:00:00Z
10822,Skoonmaak Cleaning,EME,active,0.0,ZAR,ocds-9t57fa-52299,ocds-9t57fa-52299-2023-01-05T00:00:00Z
18990,Point Pivot Projects,EME,active,2565382.0,ZAR,ocds-9t57fa-52438,ocds-9t57fa-52438-2023-04-21T00:00:00Z
13559,CHEMTOLL,EME,active,0,ZAR,ocds-9t57fa-52490,ocds-9t57fa-52490-2023-04-21T00:00:00Z
13216,MI 7 NATIONAL GROUP,GEN,active,14084850.77,ZAR,ocds-9t57fa-52510,ocds-9t57fa-52510-2023-04-21T00:00:00Z
16238,PVR SERVICES AND SUPPLIES,EME,active,0,ZAR,ocds-9t57fa-52548,ocds-9t57fa-52548-2023-04-21T00:00:00Z
30980, (MULANGA DEVELOPMENTS),EME,active,1210691.0,ZAR,ocds-9t57fa-52556,ocds-9t57fa-52556-2023-04-21T00:00:00Z
40128, (BVI CONSULTING ENGINEERS NORTHERN CAPE),EME,active,159206380.0,ZAR,ocds-9t57fa-52864,ocds-9t57fa-52864-2023-04-28T00:00:00Z
28182, (JAMES NOBLE),EME,active,1617907.0,ZAR,ocds-9t57fa-52905,ocds-9t57fa-52905-2023-04-28T00:00:00Z
12608,COMPASS SOLUTIONS,EME,active,0,ZAR,ocds-9t57fa-52934,ocds-9t57fa-52934-2023-04-28T00:00:00Z
13513,Yavuka Investments,EME,active,557422.0,ZAR,ocds-9t57fa-53402,ocds-9t57fa-53402-2023-05-05T00:00:00Z
21707,Tyebile Trading 16 CC,EME,active,5727228.0,ZAR,ocds-9t57fa-53448,ocds-9t57fa-53448-2023-05-05T00:00:00Z
17504,AVBOB (BEGRAFNISDIENS),EME,active,0,ZAR,ocds-9t57fa-53520,ocds-9t57fa-53520-2023-05-05T00:00:00Z
22655,MAKEYISE TRADING AND PROJECTS,EME,active,1250.0,ZAR,ocds-9t57fa-53553,ocds-9t57fa-53553-2023-05-05T00:00:00Z
13059,OFFICE CENTRAL SUPPLY AND SERVICES,EME,active,121297.7,ZAR,ocds-9t57fa-54077,ocds-9t57fa-54077-2023-05-12T00:00:00Z
29217, (RUMDEL CONSTRUCTION (KZN)),EME,active,339554621.0,ZAR,ocds-9t57fa-54117,ocds-9t57fa-54117-2023-05-12T00:00:00Z
21223,BASELINE CIVIL CONTRACTORS,EME,active,121489927.0,ZAR,ocds-9t57fa-54135,ocds-9t57fa-54135-2023-05-12T00:00:00Z
14679,BORATECH ENERGY GROUP,EME,active,0,ZAR,ocds-9t57fa-54671,ocds-9t57fa-54671-2023-05-19T00:00:00Z
14501,African Proficient Software ,EME,active,0,ZAR,ocds-9t57fa-54753,ocds-9t57fa-54753-2023-05-19T00:00:00Z
13811,METSI CHEM IKAPA,EME,active,0,ZAR,ocds-9t57fa-54787,ocds-9t57fa-54787-2023-05-19T00:00:00Z
15463,NEMANASHE CIVILS,EME,active,4780055.5,ZAR,ocds-9t57fa-54857,ocds-9t57fa-54857-2023-05-19T00:00:00Z
29190, (CYA SYSTEMS ELECTRICAL),EME,active,4030919.0,ZAR,ocds-9t57fa-54902,ocds-9t57fa-54902-2023-05-19T00:00:00Z
16469,Urban-Econ Development Economists,EME,active,0,ZAR,ocds-9t57fa-55432,ocds-9t57fa-55432-2023-05-26T00:00:00Z
38881, (KAIROS COMMUNICATIONS),EME,active,13785040.0,ZAR,ocds-9t57fa-55582,ocds-9t57fa-55582-2023-05-26T00:00:00Z
18384,PRODIPIX 212,EME,active,7.0,ZAR,ocds-9t57fa-57034,ocds-9t57fa-57034-2023-06-09T00:00:00Z
17821,PRAXOS 215,EME,active,0,ZAR,ocds-9t57fa-57041,ocds-9t57fa-57041-2023-06-09T00:00:00Z
15460,CATHU CONSULTING,QSE,active,0,ZAR,ocds-9t57fa-57106,ocds-9t57fa-57106-2023-06-09T00:00:00Z
27242, (VULA ENVIRONMENTAL SERVICES),QSE,active,20700000.0,ZAR,ocds-9t57fa-57566,ocds-9t57fa-57566-2023-06-15T00:00:00Z
22857,PROMED TECHNOLOGIES,EME,active,3345.0,ZAR,ocds-9t57fa-57657,ocds-9t57fa-57657-2023-06-15T00:00:00Z
16819,MAMADI AND COMPANY SA,QSE,active,0,ZAR,ocds-9t57fa-57798,ocds-9t57fa-57798-2023-06-15T00:00:00Z
16438,Ubuntu Business Advisory and Consulting,GEN,active,0,ZAR,ocds-9t57fa-58250,ocds-9t57fa-58250-2023-06-23T00:00:00Z
14747,Multitrade 3D Systems,EME,active,0,ZAR,ocds-9t57fa-58276,ocds-9t57fa-58276-2023-06-23T00:00:00Z
28730, (RED ANT SECURITY RELOCATION AND EVICTION SERVICES),EME,active,6930597.0,ZAR,ocds-9t57fa-58299,ocds-9t57fa-58299-2023-06-23T00:00:00Z
18936,DATAEQ CONSULTING,QSE,active,13852258.0,ZAR,ocds-9t57fa-58374,ocds-9t57fa-58374-2023-06-23T00:00:00Z
30085, (MISAMASINA SERVICES),EME,active,1.0,ZAR,ocds-9t57fa-58923,ocds-9t57fa-58923-2023-06-30T00:00:00Z
25064,F E S MANUFACTURING,EME,active,306000.0,ZAR,ocds-9t57fa-59009,ocds-9t57fa-59009-2023-06-30T00:00:00Z
18156,AKWETHU ENGINEERING AND DEVELOPMENT,GEN,active,342286.0,ZAR,ocds-9t57fa-59505,ocds-9t57fa-59505-2023-07-07T00:00:00Z
17988,Simeka Health ,EME,active,0,ZAR,ocds-9t57fa-59541,ocds-9t57fa-59541-2023-07-07T00:00:00Z
14273,ANTOINETTE EVENTS MANAGEMENT,EME,active,67022.0,ZAR,ocds-9t57fa-59571,ocds-9t57fa-59571-2023-07-07T00:00:00Z
16652,L S SIGN AND PRINTING,EME,active,0,ZAR,ocds-9t57fa-59597,ocds-9t57fa-59597-2023-07-07T00:00:00Z
19274,SOMAKHAWULA LANGUAGE CONSULTANCY,EME,active,0,ZAR,ocds-9t57fa-59692,ocds-9t57fa-59692-2023-07-07T00:00:00Z
19018,Pumzi Trading,GEN,active,7862711.0,ZAR,ocds-9t57fa-59698,ocds-9t57fa-59698-2023-07-07T00:00:00Z
31750, (OMNI RISK SOLUTION),EME,active,3200000.0,ZAR,ocds-9t57fa-60134,ocds-9t57fa-60134-2023-07-14T00:00:00Z
29490, (BIG P SECURITY AND SUPPLY SERVICES),EME,active,5594164.0,ZAR,ocds-9t57fa-60199,ocds-9t57fa-60199-2023-07-14T00:00:00Z
25735, (FIKEKHAYA TRADING),EME,active,3830455.0,ZAR,ocds-9t57fa-60228,ocds-9t57fa-60228-2023-07-14T00:00:00Z
20913,NMI DURBAN SOUTH MOTORS,EME,active,810309.0,ZAR,ocds-9t57fa-60247,ocds-9t57fa-60247-2023-07-14T00:00:00Z
36526, (NATED SYSTEMS),QSE,active,1392518210.0,ZAR,ocds-9t57fa-60284,ocds-9t57fa-60284-2023-07-14T00:00:00Z
27228, (OKALAWU PROJECTS),EME,active,2099206.0,ZAR,ocds-9t57fa-60290,ocds-9t57fa-60290-2023-07-14T00:00:00Z
14950,TASC Business Consulting and Training ,EME,active,0,ZAR,ocds-9t57fa-60304,ocds-9t57fa-60304-2023-07-14T00:00:00Z
13754,Tebgaf Trading and Projects,EME,active,129800.0,ZAR,ocds-9t57fa-60658,ocds-9t57fa-60658-2023-05-05T00:00:00Z
13922,Afiswitch,EME,active,2582849.18,ZAR,ocds-9t57fa-60821,ocds-9t57fa-60821-2023-07-14T00:00:00Z
19208,VELENKOSINI PROFESSIONAL LAND SURVEYORS,EME,active,18046.0,ZAR,ocds-9t57fa-60891,ocds-9t57fa-60891-2023-07-21T00:00:00Z
29008, (ARB ELECTRICAL WHOLESALERS),EME,active,326499.0,ZAR,ocds-9t57fa-60894,ocds-9t57fa-60894-2023-07-21T00:00:00Z
23383,SHIDILA TRADING ENTERPRISE,EME,active,135.0,ZAR,ocds-9t57fa-60967,ocds-9t57fa-60967-2023-07-21T00:00:00Z
53173,4RGA ELECTRICAL PROJECT MANAGEMENT AND CONTRACTING,EME,active,30000000.0,ZAR,ocds-9t57fa-60998,ocds-9t57fa-60998-2023-07-21T00:00:00Z
53172,4RGA ELECTRICAL PROJECT MANAGEMENT AND CONTRACTING,EME,active,43500000.0,ZAR,ocds-9t57fa-61003,ocds-9t57fa-61003-2023-07-21T00:00:00Z
21164,HLT ADVISORS,EME,active,2957864.0,ZAR,ocds-9t57fa-61014,ocds-9t57fa-61014-2023-07-21T00:00:00Z
18355,LEXISNEXIS,GEN,active,864801.0,ZAR,ocds-9t57fa-61025,ocds-9t57fa-61025-2023-07-21T00:00:00Z
20708,BASENGI CONSTRUCTION,EME,active,2403836.0,ZAR,ocds-9t57fa-61515,ocds-9t57fa-61515-2023-07-28T00:00:00Z
21478,RHINO AFRICA TOOLS AND EQUIPMENTS CO,EME,active,1273336.0,ZAR,ocds-9t57fa-61636,ocds-9t57fa-61636-2023-07-28T00:00:00Z
19794,J M A ARCHITECTS,EME,active,1374327.0,ZAR,ocds-9t57fa-61706,ocds-9t57fa-61706-2023-07-28T00:00:00Z
21802,EXXARO CONST,EME,active,5678155.0,ZAR,ocds-9t57fa-61712,ocds-9t57fa-61712-2023-07-28T00:00:00Z
15576,Dikhra Engineering,EME,active,0,ZAR,ocds-9t57fa-61729,ocds-9t57fa-61729-2023-07-28T00:00:00Z
48523,Deloitte & Touche,EME,active,241636140.0,ZAR,ocds-9t57fa-61775,ocds-9t57fa-61775-2023-07-28T00:00:00Z
14497,DATACENTRIX,EME,active,0,ZAR,ocds-9t57fa-61991,ocds-9t57fa-61991-2023-02-03T00:00:00Z
25321,BAMOGALE ENTERPRISE,QSE,active,7152869.0,ZAR,ocds-9t57fa-62111,ocds-9t57fa-62111-2023-08-04T00:00:00Z
21258,HLABANG TRADING ENTERPRISE,EME,active,3051438.0,ZAR,ocds-9t57fa-62478,ocds-9t57fa-62478-2023-08-04T00:00:00Z
20518,CA COMPUTER SOLUTIONS INTERNATIONAL,EME,active,861519.0,ZAR,ocds-9t57fa-62997,ocds-9t57fa-62997-2023-08-11T00:00:00Z
15643,FIRST TECHNOLOGY KWAZULU NATAL,EME,active,0,ZAR,ocds-9t57fa-63050,ocds-9t57fa-63050-2023-08-11T00:00:00Z
20694,CRAWFORD AND PHEIFFERS UYATHEMBEKA SERVICES AND SUPPLIERS,EME,active,436866.0,ZAR,ocds-9t57fa-63088,ocds-9t57fa-63088-2023-08-11T00:00:00Z
21794,COURTESY MANAGEMENT ,EME,active,10055773.0,ZAR,ocds-9t57fa-63111,ocds-9t57fa-63111-2023-08-11T00:00:00Z
16747,LINOMSO CORPORATE GOVERNANCE SERVICES,GEN,active,687599.97,ZAR,ocds-9t57fa-63926,ocds-9t57fa-63926-2023-08-18T00:00:00Z
26711, (LIKHWEZILOKUHLE),EME,active,200000.0,ZAR,ocds-9t57fa-63947,ocds-9t57fa-63947-2023-08-18T00:00:00Z
19285,Datacentrix,GEN,active,3873893.0,ZAR,ocds-9t57fa-63998,ocds-9t57fa-63998-2023-08-18T00:00:00Z
53223,METRO COMPUTER SERVICES,EME,active,18904620.0,ZAR,ocds-9t57fa-64013,ocds-9t57fa-64013-2023-08-18T00:00:00Z
19793,SERVWORTH TRADING,EME,active,12752025.0,ZAR,ocds-9t57fa-64055,ocds-9t57fa-64055-2023-08-18T00:00:00Z
32163, (KANYUSWA),EME,active,1163936.0,ZAR,ocds-9t57fa-64089,ocds-9t57fa-64089-2023-08-18T00:00:00Z
29211, (WHISPERS EVENTS MANAGEMENT SECURITY CLEANING AND TRAINING SOLUTIONS),EME,active,9772888.0,ZAR,ocds-9t57fa-64108,ocds-9t57fa-64108-2023-08-18T00:00:00Z
28379, (ICON CONSTRUCTION),EME,active,59995821.0,ZAR,ocds-9t57fa-64209,ocds-9t57fa-64209-2023-08-24T00:00:00Z
17701,Bangu Construction ,QSE,active,1252225.8,ZAR,ocds-9t57fa-64583,ocds-9t57fa-64583-2023-08-24T00:00:00Z
16658,NTS CONSTRUCTION AND CIVILS,EME,active,0,ZAR,ocds-9t57fa-64612,ocds-9t57fa-64612-2023-08-24T00:00:00Z
26468, (JOE ELECTRICAL AND TECHNOLOGY WHOLESALER),EME,active,195500.0,ZAR,ocds-9t57fa-64629,ocds-9t57fa-64629-2023-08-24T00:00:00Z
19081,MSN INDUSTRIAL SUPPLIES,EME,active,5000000.0,ZAR,ocds-9t57fa-64662,ocds-9t57fa-64662-2023-08-24T00:00:00Z
42757, (GVK,EME,active,56008637528.0,ZAR,ocds-9t57fa-64793,ocds-9t57fa-64793-2023-08-25T00:00:00Z
21217,SOMERSET EDUCATIONAL,EME,active,11791077.0,ZAR,ocds-9t57fa-64806,ocds-9t57fa-64806-2023-08-25T00:00:00Z
17650,Blue Dreams EnterPrise ,QSE,active,0,ZAR,ocds-9t57fa-64896,ocds-9t57fa-64896-2023-08-25T00:00:00Z
19951,WORKWEAR DEPOT,QSE,active,180000.0,ZAR,ocds-9t57fa-65542,ocds-9t57fa-65542-2023-09-01T00:00:00Z
36791, (BOTANI CONSTRUCTION),GEN,active,306338122.0,ZAR,ocds-9t57fa-65596,ocds-9t57fa-65596-2023-09-01T00:00:00Z
36810, (MTHOMBENI PROJECTS),GEN,active,342999530.0,ZAR,ocds-9t57fa-65611,ocds-9t57fa-65611-2023-09-01T00:00:00Z
20996,The ETD Specialists,EME,active,307700.0,ZAR,ocds-9t57fa-65740,ocds-9t57fa-65740-2023-09-01T00:00:00Z
20999,The ETD Specialists,EME,active,307700.0,ZAR,ocds-9t57fa-65751,ocds-9t57fa-65751-2023-09-01T00:00:00Z
20456,RENA BATSWAKO TRANSPORT AND CONSTRUCTION,EME,active,0.0,ZAR,ocds-9t57fa-65810,ocds-9t57fa-65810-2023-09-01T00:00:00Z
