id,name,main_ocid,main_id,tender_id
17788,"Amended Recline Trading's Projects, Vuyoluhle   General Trading, Siyaxhathisa ",ocds-9t57fa-72773,ocds-9t57fa-72773-2023-11-03T00:00:00Z,72773
13601,Taurus Door Controls,ocds-9t57fa-72878,ocds-9t57fa-72878-2023-08-04T00:00:00Z,72878
19115,AZARAH TAYO PROPERTIES PTY LTD       R  1 578 718.00,ocds-9t57fa-73274,ocds-9t57fa-73274-2023-11-09T00:00:00Z,73274
19107,INFINITY GLOBAL BRAND PTY LTD        R 10 634 502.33,ocds-9t57fa-73352,ocds-9t57fa-73352-2023-11-09T00:00:00Z,73352
15435,Bambolunye Technologies (Pty) Ltd,ocds-9t57fa-74390,ocds-9t57fa-74390-2023-11-17T00:00:00Z,74390
15807,Sinter Plant Services (Pty) Ltd T/A SPS,ocds-9t57fa-75214,ocds-9t57fa-75214-2023-11-23T00:00:00Z,75214
16396,RADIOF,ocds-9t57fa-83392,ocds-9t57fa-83392-2023-09-01T00:00:00Z,83392
23995,MAAA0146218 - (STATE INFORMATION TECHNOLOGY AGENCY),ocds-9t57fa-117294,ocds-9t57fa-117294-2023-10-13T00:00:00Z,117294
10681,NCC Environmental Services (Pty) Ltd,ocds-9t57fa-49468,ocds-9t57fa-49468-2023-03-17T00:00:00Z,49468
18786,MGS,ocds-9t57fa-49513,ocds-9t57fa-49513-2023-03-17T00:00:00Z,49513
8885,hhshs,ocds-9t57fa-49545,ocds-9t57fa-49545-2023-03-17T00:00:00Z,49545
9040,CaiReg Trading and Projects (Pty) Ltd,ocds-9t57fa-50845,ocds-9t57fa-50845-2023-03-30T00:00:00Z,50845
10483,Diopoint ,ocds-9t57fa-51448,ocds-9t57fa-51448-2023-04-07T00:00:00Z,51448
10491,NB Consult Western Cape ,ocds-9t57fa-51448,ocds-9t57fa-51448-2023-04-07T00:00:00Z,51448
11562,Baker Hughes,ocds-9t57fa-54172,ocds-9t57fa-54172-2023-05-12T00:00:00Z,54172
10468,1. Nexia SAB & T,ocds-9t57fa-58269,ocds-9t57fa-58269-2023-06-23T00:00:00Z,58269
20365,SURVEYFIESTA (PTY) LTD,ocds-9t57fa-69596,ocds-9t57fa-69596-2023-10-06T00:00:00Z,69596
17575,MAAA0529887,ocds-9t57fa-73600,ocds-9t57fa-73600-2023-11-10T00:00:00Z,73600
16236,Psalm 67 Pty Ltd,ocds-9t57fa-75319,ocds-9t57fa-75319-2023-11-24T00:00:00Z,75319
16351,Techi Engineers,ocds-9t57fa-83233,ocds-9t57fa-83233-2023-10-21T00:00:00Z,83233
11440,seabela brothers projects,ocds-9t57fa-44639,ocds-9t57fa-44639-2023-01-13T00:00:00Z,44639
8361,Tractionel Enterprise,ocds-9t57fa-44712,ocds-9t57fa-44712-2023-01-14T00:00:00Z,44712
8367,Maziya General Services,ocds-9t57fa-44712,ocds-9t57fa-44712-2023-01-14T00:00:00Z,44712
8369,Vall Bash JV,ocds-9t57fa-44712,ocds-9t57fa-44712-2023-01-14T00:00:00Z,44712
8366,Gakennoshi Power Projects,ocds-9t57fa-44712,ocds-9t57fa-44712-2023-01-14T00:00:00Z,44712
8365,Lennings Rail GLR OHTE JV,ocds-9t57fa-44712,ocds-9t57fa-44712-2023-01-14T00:00:00Z,44712
12515,Theza Oil & Gas Exploration ,ocds-9t57fa-45253,ocds-9t57fa-45253-2023-01-26T00:00:00Z,45253
12522,Equator Holdings  ,ocds-9t57fa-45286,ocds-9t57fa-45286-2023-01-27T00:00:00Z,45286
12523,Mazars,ocds-9t57fa-45286,ocds-9t57fa-45286-2023-01-27T00:00:00Z,45286
8201,Bestview Fencing,ocds-9t57fa-45633,ocds-9t57fa-45633-2023-02-03T00:00:00Z,45633
8204,Matakanye Construction CC,ocds-9t57fa-45633,ocds-9t57fa-45633-2023-02-03T00:00:00Z,45633
11268,Intelligent Africa Marketing and Training (Pty) Ltd,ocds-9t57fa-46177,ocds-9t57fa-46177-2023-02-10T00:00:00Z,46177
11277,Sector Education and Skills Training Organisation (Pty) Ltd t/a SESTO and Ndalo Risk Management (Pty) Ltd JV,ocds-9t57fa-46177,ocds-9t57fa-46177-2023-02-10T00:00:00Z,46177
8309,Alumka Energy Projects ,ocds-9t57fa-46751,ocds-9t57fa-46751-2023-02-17T00:00:00Z,46751
8310,TM Business Solutions ,ocds-9t57fa-46751,ocds-9t57fa-46751-2023-02-17T00:00:00Z,46751
8313, Macebo Media ,ocds-9t57fa-46751,ocds-9t57fa-46751-2023-02-17T00:00:00Z,46751
8316,Bofin Consulting ,ocds-9t57fa-46751,ocds-9t57fa-46751-2023-02-17T00:00:00Z,46751
10689,Yvette Cloete t/a Yvette Cloete & Associates,ocds-9t57fa-48810,ocds-9t57fa-48810-2023-03-10T00:00:00Z,48810
10691,Nchupetsang Incorported t/a Nchupetsang Attorneys,ocds-9t57fa-48810,ocds-9t57fa-48810-2023-03-10T00:00:00Z,48810
8994,	 Kharifarisanane Construction and Cleaning ,ocds-9t57fa-48982,ocds-9t57fa-48982-2023-03-10T00:00:00Z,48982
8989,	 Lasec SA Pty Ltd   ,ocds-9t57fa-48982,ocds-9t57fa-48982-2023-03-10T00:00:00Z,48982
8871,Wings Naledi Travel Management,ocds-9t57fa-49454,ocds-9t57fa-49454-2023-03-17T00:00:00Z,49454
8870,Travel With Flair (Pty) LTD ,ocds-9t57fa-49454,ocds-9t57fa-49454-2023-03-17T00:00:00Z,49454
8872,FCM Travel Solutions,ocds-9t57fa-49454,ocds-9t57fa-49454-2023-03-17T00:00:00Z,49454
9166,RMH Civils (Pty) Ltd,ocds-9t57fa-49660,ocds-9t57fa-49660-2023-03-17T00:00:00Z,49660
9169,MSG Walling JV,ocds-9t57fa-49660,ocds-9t57fa-49660-2023-03-17T00:00:00Z,49660
9167,Tefla JV Sizwe,ocds-9t57fa-49660,ocds-9t57fa-49660-2023-03-17T00:00:00Z,49660
9714,INSIMBEMNYAMA CONSTRUCTION,ocds-9t57fa-49666,ocds-9t57fa-49666-2023-03-17T00:00:00Z,49666
15862,Abomahlokohlo Trading ,ocds-9t57fa-49670,ocds-9t57fa-49670-2023-03-17T00:00:00Z,49670
12400,Ruhan Beukes,ocds-9t57fa-51418,ocds-9t57fa-51418-2023-04-06T00:00:00Z,51418
12401,JM Carelse,ocds-9t57fa-51418,ocds-9t57fa-51418-2023-04-06T00:00:00Z,51418
12438,Sannette Wynand,ocds-9t57fa-51418,ocds-9t57fa-51418-2023-04-06T00:00:00Z,51418
12436,Swellen Konstruksie,ocds-9t57fa-51418,ocds-9t57fa-51418-2023-04-06T00:00:00Z,51418
9312,Chulusi Development And Projects cc ,ocds-9t57fa-51768,ocds-9t57fa-51768-2023-04-14T00:00:00Z,51768
15317,Civils 2000 (Pty) Ltd,ocds-9t57fa-51954,ocds-9t57fa-51954-2023-04-14T00:00:00Z,51954
15322,MBA Construction (Pty) Ltd,ocds-9t57fa-51954,ocds-9t57fa-51954-2023-04-14T00:00:00Z,51954
10172,DARODOX TRAINING MANAGEMENT ,ocds-9t57fa-52856,ocds-9t57fa-52856-2023-04-28T00:00:00Z,52856
11447,MAAA0074222,ocds-9t57fa-52900,ocds-9t57fa-52900-2023-04-28T00:00:00Z,52900
16892,CWTSA ,ocds-9t57fa-53003,ocds-9t57fa-53003-2023-04-28T00:00:00Z,53003
16897,TWF Travel (Travel with Flair) ,ocds-9t57fa-53003,ocds-9t57fa-53003-2023-04-28T00:00:00Z,53003
14641,Zutari (Pty)Ltd,ocds-9t57fa-54765,ocds-9t57fa-54765-2023-05-19T00:00:00Z,54765
14645,Deltron Projects (Pty)Ltd,ocds-9t57fa-54765,ocds-9t57fa-54765-2023-05-19T00:00:00Z,54765
9729,Dark Fiber Africa (Pty) Ltd,ocds-9t57fa-54880,ocds-9t57fa-54880-2023-05-19T00:00:00Z,54880
9730,Liquid Telecommunications South Africa (Pty) Ltd,ocds-9t57fa-54880,ocds-9t57fa-54880-2023-05-19T00:00:00Z,54880
9732,Openserve (Pty) Ltd,ocds-9t57fa-54880,ocds-9t57fa-54880-2023-05-19T00:00:00Z,54880
9733,SEACOM South Africa (Pty) Ltd,ocds-9t57fa-54880,ocds-9t57fa-54880-2023-05-19T00:00:00Z,54880
16342,Dark Fiber Africa (Pty) Ltd,ocds-9t57fa-54880,ocds-9t57fa-54880-2023-05-19T00:00:00Z,54880
18890,Kwela Tours (Pty) Ltd,ocds-9t57fa-55425,ocds-9t57fa-55425-2023-05-26T00:00:00Z,55425
27284,MAAA0022578 - (GEOCHEM),ocds-9t57fa-55426,ocds-9t57fa-55426-2023-05-26T00:00:00Z,55426
11768,Instelec Services,ocds-9t57fa-55601,ocds-9t57fa-55601-2023-05-27T00:00:00Z,55601
12174,1/10 Creative Harvest 2/10 EPICreative 2/10 INCE 4/10 IWW 5/10 Joshero 6/10 LeboneLitho 7/10 Primetime Studios 8/10 Production X 9/10 Shereno Printers 10/10 Yes Direct Trading,ocds-9t57fa-56172,ocds-9t57fa-56172-2023-06-02T00:00:00Z,56172
13921,NMMU,ocds-9t57fa-56186,ocds-9t57fa-56186-2023-06-02T00:00:00Z,56186
9875,No proposals received ,ocds-9t57fa-56331,ocds-9t57fa-56331-2023-06-02T00:00:00Z,56331
10564,ABRAM PRINTING SERVICES TRADING ENTERPRISE CC,ocds-9t57fa-57025,ocds-9t57fa-57025-2023-06-09T00:00:00Z,57025
10574,N UMARCHAND AND ASSOCIATES CC,ocds-9t57fa-57025,ocds-9t57fa-57025-2023-06-09T00:00:00Z,57025
10578,REGENCY OFFICE FURNITURE CC,ocds-9t57fa-57025,ocds-9t57fa-57025-2023-06-09T00:00:00Z,57025
19737,THUKE HOLDINGS ,ocds-9t57fa-57712,ocds-9t57fa-57712-2023-06-15T00:00:00Z,57712
18292,Litha Communications (Pty) Ltd,ocds-9t57fa-58282,ocds-9t57fa-58282-2023-06-23T00:00:00Z,58282
18296,Moshate Communications (Pty) Ltd,ocds-9t57fa-58282,ocds-9t57fa-58282-2023-06-23T00:00:00Z,58282
11452,In Your Tank Petroleum (Pty) Ltd ,ocds-9t57fa-58986,ocds-9t57fa-58986-2023-06-30T00:00:00Z,58986
13264,BVI CONSULTING ENGINEERS (PTY) LTD,ocds-9t57fa-59725,ocds-9t57fa-59725-2023-07-07T00:00:00Z,59725
13267,PRO-SERVE CONSULTING (PTY) LTD,ocds-9t57fa-59725,ocds-9t57fa-59725-2023-07-07T00:00:00Z,59725
13269,SYNCMEISTER,ocds-9t57fa-59725,ocds-9t57fa-59725-2023-07-07T00:00:00Z,59725
12777,Munandis Electrical ,ocds-9t57fa-60223,ocds-9t57fa-60223-2023-07-14T00:00:00Z,60223
12778,Munandis Electrical ,ocds-9t57fa-60223,ocds-9t57fa-60223-2023-07-14T00:00:00Z,60223
12067,Fidelity security services,ocds-9t57fa-60317,ocds-9t57fa-60317-2023-07-14T00:00:00Z,60317
12064,Bamogale security solutions,ocds-9t57fa-60317,ocds-9t57fa-60317-2023-07-14T00:00:00Z,60317
12080,Stallion security,ocds-9t57fa-60317,ocds-9t57fa-60317-2023-07-14T00:00:00Z,60317
11911,Juan Frederick Jona on behalf of SCJ & Co Inc,ocds-9t57fa-61012,ocds-9t57fa-61012-2023-07-21T00:00:00Z,61012
12240,GLUDLHUZA DEVELOPMENT SOLUTION,ocds-9t57fa-61705,ocds-9t57fa-61705-2023-07-28T00:00:00Z,61705
67619,PEO MEDICAL SUPPLIERS,ocds-9t57fa-64857,ocds-9t57fa-64857-2023-08-25T00:00:00Z,64857
67618,MEONDO TRADING 176,ocds-9t57fa-64857,ocds-9t57fa-64857-2023-08-25T00:00:00Z,64857
13498,SBV SECURITY ACADEMY (PTY) LTD T/A AFRICA COSMOS SECURITY ACADEMY (PTY) LTD,ocds-9t57fa-65755,ocds-9t57fa-65755-2023-09-01T00:00:00Z,65755
12967,Fincarl SPA - Carletti Speranza Margherita ,ocds-9t57fa-65775,ocds-9t57fa-65775-2023-09-01T00:00:00Z,65775
12965,Leonardo Bongiorno on behalf of Promomedia Immobiliare S.R.L ,ocds-9t57fa-65775,ocds-9t57fa-65775-2023-09-01T00:00:00Z,65775
16445,GROWTH MEDIA,ocds-9t57fa-65792,ocds-9t57fa-65792-2023-09-01T00:00:00Z,65792
16442,BANG MEDIA AND COMMUNICATIONS (PTY)LTD,ocds-9t57fa-65792,ocds-9t57fa-65792-2023-09-01T00:00:00Z,65792
16465,LUSHAKA SALES,ocds-9t57fa-65792,ocds-9t57fa-65792-2023-09-01T00:00:00Z,65792
16464,ZINDELA COMMUNICATIONS,ocds-9t57fa-65792,ocds-9t57fa-65792-2023-09-01T00:00:00Z,65792
16440,THOTBOX (PTY)LTD,ocds-9t57fa-65792,ocds-9t57fa-65792-2023-09-01T00:00:00Z,65792
16458,COUTERCY GROUP (PTY)LTD,ocds-9t57fa-65792,ocds-9t57fa-65792-2023-09-01T00:00:00Z,65792
19867,Ampair (Pty) Ltd,ocds-9t57fa-67188,ocds-9t57fa-67188-2023-09-14T00:00:00Z,67188
12858,Tic and Mend (Pty) Ltd,ocds-9t57fa-67454,ocds-9t57fa-67454-2023-09-15T00:00:00Z,67454
12863,O.M.A Chartered Accountants Inc,ocds-9t57fa-67454,ocds-9t57fa-67454-2023-09-15T00:00:00Z,67454
12878,Rakoma and Associated Inc,ocds-9t57fa-67454,ocds-9t57fa-67454-2023-09-15T00:00:00Z,67454
12880,Yoanda Consulting (Pty) Ltd J/V Makhadzi Consulting Inc,ocds-9t57fa-67454,ocds-9t57fa-67454-2023-09-15T00:00:00Z,67454
68810,SENATLA BUSINESS GROUP,ocds-9t57fa-68313,ocds-9t57fa-68313-2023-09-22T00:00:00Z,68313
68803,IMVUSA TRADING 1241,ocds-9t57fa-68313,ocds-9t57fa-68313-2023-09-22T00:00:00Z,68313
68815,AFEZEKISIWE AMAPHUPHA,ocds-9t57fa-68313,ocds-9t57fa-68313-2023-09-22T00:00:00Z,68313
14374,Bhek’ Mfundo Medical Suites,ocds-9t57fa-68884,ocds-9t57fa-68884-2023-09-29T00:00:00Z,68884
14375,Centre for HIV- AIDS Prevention Studies NPC (CHAPS),ocds-9t57fa-68884,ocds-9t57fa-68884-2023-09-29T00:00:00Z,68884
23473,Thamani Technologies and systems Pty Ltd,ocds-9t57fa-69659,ocds-9t57fa-69659-2023-10-06T00:00:00Z,69659
23466,Afrocentric Intellectual Property Pty Ltd,ocds-9t57fa-69659,ocds-9t57fa-69659-2023-10-06T00:00:00Z,69659
20267,AON South Africa (Pty) Ltd,ocds-9t57fa-70321,ocds-9t57fa-70321-2023-10-13T00:00:00Z,70321
20269,Willis South Africa (Pty) Ltd,ocds-9t57fa-70321,ocds-9t57fa-70321-2023-10-13T00:00:00Z,70321
20270,Maksure Risk Solutions,ocds-9t57fa-70321,ocds-9t57fa-70321-2023-10-13T00:00:00Z,70321
14574,TJ Rasmeni Chartered Accountants R 9 850 500.00,ocds-9t57fa-71955,ocds-9t57fa-71955-2023-10-27T00:00:00Z,71955
14565,TT Property Consultancy,ocds-9t57fa-71955,ocds-9t57fa-71955-2023-10-27T00:00:00Z,71955
14568,TJ Rasmeni Chartered Accountants,ocds-9t57fa-71955,ocds-9t57fa-71955-2023-10-27T00:00:00Z,71955
14570,Spectrum Valuations and Asset Solutions,ocds-9t57fa-71955,ocds-9t57fa-71955-2023-10-27T00:00:00Z,71955
13788,5 NAPD HOLDINGS,ocds-9t57fa-72015,ocds-9t57fa-72015-2023-10-27T00:00:00Z,72015
13790,NAPD HOLDINGS,ocds-9t57fa-72015,ocds-9t57fa-72015-2023-10-27T00:00:00Z,72015
13785,CORELLO STEEL & SUPPLIES,ocds-9t57fa-72015,ocds-9t57fa-72015-2023-10-27T00:00:00Z,72015
13787,NOTHI GROUP PTY LTD,ocds-9t57fa-72015,ocds-9t57fa-72015-2023-10-27T00:00:00Z,72015
13789,SCAFF CO PTY LTD,ocds-9t57fa-72015,ocds-9t57fa-72015-2023-10-27T00:00:00Z,72015
17576,MAAA0026875,ocds-9t57fa-72674,ocds-9t57fa-72674-2023-11-03T00:00:00Z,72674
22804,MAAA0139046 - (MENTIEY'S TRANSPORT),ocds-9t57fa-73394,ocds-9t57fa-73394-2023-11-10T00:00:00Z,73394
22806,MAAA0274629 - (CLASSY TRADE AND INVEST 9),ocds-9t57fa-73394,ocds-9t57fa-73394-2023-11-10T00:00:00Z,73394
19453,QONDANI MANXELE HOLDINGS PTY LTD,ocds-9t57fa-73493,ocds-9t57fa-73493-2023-11-10T00:00:00Z,73493
19457,PRESTIGE PACKING PTY LTD,ocds-9t57fa-73493,ocds-9t57fa-73493-2023-11-10T00:00:00Z,73493
19096,MOSIMANYANA WA PULA TABANE   R 1 215 601.49,ocds-9t57fa-73551,ocds-9t57fa-73551-2023-11-10T00:00:00Z,73551
20696,KONTINENTAL ENGINEERING,ocds-9t57fa-74379,ocds-9t57fa-74379-2023-11-17T00:00:00Z,74379
16139,MAAA0075363 PH Marketing,ocds-9t57fa-74441,ocds-9t57fa-74441-2023-11-17T00:00:00Z,74441
16137,MAAA0652785 Mane Group (Pty) Ltd.,ocds-9t57fa-74441,ocds-9t57fa-74441-2023-11-17T00:00:00Z,74441
19463,1. AE SOFT 2. ANOTRIC AND MUHLAVASI PROJECTS PTY LTD 3. ATTITUDE IT CONSULTING PTY LTD 4. BOPUMU TECHNOLOGIES 5. CA COMPUTER SOLUTIONS INTERNATIONAL CC 6. CYBERFLARE 7. DIGITECH EXPRESS 8. DIOPOINT 9. EKWAZI ICT 10. ENABLING ICT SOLUTIONS PTY LTD 11. GAAPALELWE BUSINESS ENTERPRISE,ocds-9t57fa-74587,ocds-9t57fa-74587-2023-11-17T00:00:00Z,74587
19464,1. AE SOFT 2. ANOTRIC AND MUHLAVASI PROJECTS PTY LTD 3. ATTITUDE IT CONSULTING PTY LTD 4. BOPUMU TECHNOLOGIES 5. CA COMPUTER SOLUTIONS INTERNATIONAL CC 6. CYBERFLARE 7. DIGITECH EXPRESS 8. DIOPOINT 9. EKWAZI ICT 10. ENABLING ICT SOLUTIONS PTY LTD 11. GAAPALELWE BUSINESS ENTERPRISE,ocds-9t57fa-74587,ocds-9t57fa-74587-2023-11-17T00:00:00Z,74587
14559,8. Ingerop South Africa (Pty) Ltd - R163 401 494.00,ocds-9t57fa-75825,ocds-9t57fa-75825-2023-12-01T00:00:00Z,75825
14561,10. Xariba Enterprises t/a Nankhoo Consulting Engineers - R169 615 770.10,ocds-9t57fa-75825,ocds-9t57fa-75825-2023-12-01T00:00:00Z,75825
14404,"1. TAU PELE CONSTRUCTION (PTY) LTD - R362,230,000.000 ",ocds-9t57fa-76113,ocds-9t57fa-76113-2023-12-01T00:00:00Z,76113
14419,"6. REMAKO GROUP HOLDINGS - R 908,687,007.64",ocds-9t57fa-76113,ocds-9t57fa-76113-2023-12-01T00:00:00Z,76113
14448,2. CYBER83,ocds-9t57fa-76228,ocds-9t57fa-76228-2023-12-01T00:00:00Z,76228
14457,9. Batima Cyber Security,ocds-9t57fa-76228,ocds-9t57fa-76228-2023-12-01T00:00:00Z,76228
15217,Skynet South Africa (Pty) Ltd  DHL International (Pty) Ltd / DHL Express  Bond IT warehouse,ocds-9t57fa-76765,ocds-9t57fa-76765-2023-12-08T00:00:00Z,76765
20215,MAAA0012123 - Africa Skills Private College,ocds-9t57fa-77309,ocds-9t57fa-77309-2023-12-14T00:00:00Z,77309
20216,MAAA0710587 - CADRE Connect (Pty) Ltd,ocds-9t57fa-77309,ocds-9t57fa-77309-2023-12-14T00:00:00Z,77309
20217,MAAA0001148 - Velile Supply Chain Projects and Consulting,ocds-9t57fa-77309,ocds-9t57fa-77309-2023-12-14T00:00:00Z,77309
15054,10. Naidu Consulting,ocds-9t57fa-77536,ocds-9t57fa-77536-2023-12-14T00:00:00Z,77536
24217,MAAA0146218 - (STATE INFORMATION TECHNOLOGY AGENCY),ocds-9t57fa-118234,ocds-9t57fa-118234-2023-01-05T00:00:00Z,118234
11109,Nthawani Trading Enterpise,ocds-9t57fa-44091,ocds-9t57fa-44091-2023-01-06T00:00:00Z,44091
18282,Pienaar Brothers,ocds-9t57fa-47334,ocds-9t57fa-47334-2023-02-24T00:00:00Z,47334
10826,Axim (Pty) Ltd,ocds-9t57fa-47434,ocds-9t57fa-47434-2023-02-24T00:00:00Z,47434
27123,MAAA0700332 - (LBC MULTISERV),ocds-9t57fa-50040,ocds-9t57fa-50040-2023-03-24T00:00:00Z,50040
26645,viro solutions,ocds-9t57fa-50041,ocds-9t57fa-50041-2023-03-24T00:00:00Z,50041
10701,Lumber & Lawn (Pty) Ltd,ocds-9t57fa-50791,ocds-9t57fa-50791-2023-03-30T00:00:00Z,50791
10709,Startune (Pty) Ltd,ocds-9t57fa-50792,ocds-9t57fa-50792-2023-03-30T00:00:00Z,50792
11593,ZAQ Actuarial (Pty) Ltd,ocds-9t57fa-50929,ocds-9t57fa-50929-2023-03-31T00:00:00Z,50929
11543,CF NQUNYEFI HOLDINGS,ocds-9t57fa-51002,ocds-9t57fa-51002-2023-03-31T00:00:00Z,51002
9090,1. Mashaba Lerumo Mining and Technology,ocds-9t57fa-50992,ocds-9t57fa-50992-2023-03-31T00:00:00Z,50992
9299,Medihire Personnel (Pty) Ltd Affirmative Portfolios Zizi Business Solutions Immploy Recruitment Agency Premium Consulting Mobitrain (Pty) Ltd Pidyon Medical Holdings t/a Medfriend Locums Top N Nos PPLE Group Medlo Staffing Solutions (Pty) Ltd Pronursing Healthcare,ocds-9t57fa-51257,ocds-9t57fa-51257-2023-04-14T00:00:00Z,51257
9019,Procurement of diesel,ocds-9t57fa-52299,ocds-9t57fa-52299-2023-01-05T00:00:00Z,52299
12059,l,ocds-9t57fa-52894,ocds-9t57fa-52894-2023-04-28T00:00:00Z,52894
10379,MAAA0076380,ocds-9t57fa-54787,ocds-9t57fa-54787-2023-05-19T00:00:00Z,54787
11923,Ernest & Young Advisory Services,ocds-9t57fa-59045,ocds-9t57fa-59045-2023-06-30T00:00:00Z,59045
20378,OMNI-RISK,ocds-9t57fa-60134,ocds-9t57fa-60134-2023-07-14T00:00:00Z,60134
11954,LexisNexis (Pty) Ltd,ocds-9t57fa-61025,ocds-9t57fa-61025-2023-07-21T00:00:00Z,61025
13486,LESEDI GUARDING AND TRAINING SERVICES,ocds-9t57fa-65740,ocds-9t57fa-65740-2023-09-01T00:00:00Z,65740
13494,SBV SECURITY ACADEMY (PTY) LTD T/A AFRICA COSMOS SECURITY ACADEMY (PTY) LTD,ocds-9t57fa-65751,ocds-9t57fa-65751-2023-09-01T00:00:00Z,65751
12581,MAAA0219936; MAAA0051431; MAAA0004512,ocds-9t57fa-66034,ocds-9t57fa-66034-2023-03-03T00:00:00Z,66034
16006,Gap Infrastructure Corporation,ocds-9t57fa-67420,ocds-9t57fa-67420-2023-09-15T00:00:00Z,67420
24251,(Dynamic Marine SA),ocds-9t57fa-70438,ocds-9t57fa-70438-2023-10-13T00:00:00Z,70438
19114,SERBEAN MANUFACTURING     R 4 275 347.92,ocds-9t57fa-73273,ocds-9t57fa-73273-2023-11-09T00:00:00Z,73273
19112,FEIZEL ESSOP CAJEE        R  1 955 241.70,ocds-9t57fa-73266,ocds-9t57fa-73266-2023-11-09T00:00:00Z,73266
22978,MAAA0722433 - (NTSIMBI BUSLINES),ocds-9t57fa-73422,ocds-9t57fa-73422-2023-11-10T00:00:00Z,73422
13862,Mocon Systems CC,ocds-9t57fa-73571,ocds-9t57fa-73571-2023-11-10T00:00:00Z,73571
16344,Matiko Holdings cc - R 2 662 383 917.70 B-BBEE Level 2,ocds-9t57fa-76908,ocds-9t57fa-76908-2023-12-08T00:00:00Z,76908
14970,MAAA0000156,ocds-9t57fa-79960,ocds-9t57fa-79960-2023-07-21T00:00:00Z,79960
12538,Forms Median Independent Africa (Pty) Ltd,ocds-9t57fa-45552,ocds-9t57fa-45552-2023-02-04T00:00:00Z,45552
8317,Rain Chartered Accountants ,ocds-9t57fa-46754,ocds-9t57fa-46754-2023-02-17T00:00:00Z,46754
27108,MAAA0000030 - (REBONI FURNITURE FACTORY),ocds-9t57fa-48794,ocds-9t57fa-48794-2023-03-10T00:00:00Z,48794
9022,"Ntombeni Mining and Projects, Kenglo Holdings, Mosiac Valley Trading, Siyanda Maintenance and Projects, Martini Group International, Sebosemo General Trading, Sunalaw Empowerment.",ocds-9t57fa-48870,ocds-9t57fa-48870-2023-03-10T00:00:00Z,48870
8912,AIRCONDITIONING SERVICES (PTY) LTD,ocds-9t57fa-49579,ocds-9t57fa-49579-2023-03-17T00:00:00Z,49579
12602,MAAA0090449,ocds-9t57fa-50263,ocds-9t57fa-50263-2023-03-25T00:00:00Z,50263
11690,MASEKO CAPENTRY SOLUTIONS ,ocds-9t57fa-50921,ocds-9t57fa-50921-2023-03-31T00:00:00Z,50921
10458,TMT SERVICES & SUPPLIES (PTY) LTD ,ocds-9t57fa-52927,ocds-9t57fa-52927-2023-04-28T00:00:00Z,52927
