id,title,description,status,value_amount,value_currency,main_ocid,main_id
6116,TOLPLAN,EME,active,0.0,ZAR,ocds-9t57fa-19659,ocds-9t57fa-19659-2022-03-25T00:00:00Z
10608,MBONGO GROUP,GEN,active,0.0,ZAR,ocds-9t57fa-19700,ocds-9t57fa-19700-2022-03-25T00:00:00Z
3465,MARTIN AND EAST,EME,active,0.0,ZAR,ocds-9t57fa-19916,ocds-9t57fa-19916-2022-04-01T00:00:00Z
16356,STELLENBOSCH PREMIER MANUFACTURERS,EME,active,0,ZAR,ocds-9t57fa-20227,ocds-9t57fa-20227-2022-04-08T00:00:00Z
4369,EPC CONSUMABLES,EME,active,0.0,ZAR,ocds-9t57fa-20388,ocds-9t57fa-20388-2022-04-14T00:00:00Z
4596,A-THERMAL RESOURCES,GEN,active,0.0,ZAR,ocds-9t57fa-20402,ocds-9t57fa-20402-2022-04-14T00:00:00Z
3497,SILVER LAKE TRADING 305,EME,active,0.0,ZAR,ocds-9t57fa-20408,ocds-9t57fa-20408-2022-04-14T00:00:00Z
3871,Innovatink,QSE,active,0.0,ZAR,ocds-9t57fa-20679,ocds-9t57fa-20679-2022-04-22T00:00:00Z
3599,THE VUVUZELA HOTLINE,EME,active,0.0,ZAR,ocds-9t57fa-21592,ocds-9t57fa-21592-2022-05-13T00:00:00Z
5255,PR CIVILS,GEN,active,0.0,ZAR,ocds-9t57fa-22500,ocds-9t57fa-22500-2022-05-27T00:00:00Z
3743,IDI TECHNOLOGY SOLUTIONS,QSE,active,0.0,ZAR,ocds-9t57fa-22512,ocds-9t57fa-22512-2022-05-27T00:00:00Z
6130,MB TRADING ENTERPRISE,EME,active,0.0,ZAR,ocds-9t57fa-22602,ocds-9t57fa-22602-2022-05-27T00:00:00Z
5883,MASSAMATIC,EME,active,0.0,ZAR,ocds-9t57fa-22978,ocds-9t57fa-22978-2022-06-03T00:00:00Z
8204,NZWALO INVESTMENTS,QSE,active,0.0,ZAR,ocds-9t57fa-23482,ocds-9t57fa-23482-2022-06-10T00:00:00Z
9595,BATABILE CONSTRUCTION SERVICES,QSE,active,0.0,ZAR,ocds-9t57fa-23616,ocds-9t57fa-23616-2022-06-10T00:00:00Z
3028,AE SOFT,GEN,active,0.0,ZAR,ocds-9t57fa-23830,ocds-9t57fa-23830-2022-01-28T00:00:00Z
3678,ECM BUSINESS SERVICES,EME,active,0.0,ZAR,ocds-9t57fa-23970,ocds-9t57fa-23970-2022-06-17T00:00:00Z
4595,KATSEN CONSTRUCTION,EME,active,0.0,ZAR,ocds-9t57fa-24146,ocds-9t57fa-24146-2022-06-17T00:00:00Z
8301,PRICEWATERHOUSECOOPERS,GEN,active,0.0,ZAR,ocds-9t57fa-24173,ocds-9t57fa-24173-2022-06-17T00:00:00Z
3401,ANDIMAHLE TRADING ENTERPRISE,EME,active,0.0,ZAR,ocds-9t57fa-24232,ocds-9t57fa-24232-2022-06-17T00:00:00Z
3899,Monde and Everlyn ,EME,active,0.0,ZAR,ocds-9t57fa-25342,ocds-9t57fa-25342-2022-07-01T00:00:00Z
3237,RONRE ELECTRICAL ENTERPRISES,EME,active,0.0,ZAR,ocds-9t57fa-25487,ocds-9t57fa-25487-2022-01-28T00:00:00Z
4603,Malindo Civil and Construction,EME,active,0.0,ZAR,ocds-9t57fa-25874,ocds-9t57fa-25874-2022-07-08T00:00:00Z
8237,RISK RELEASE,EME,active,0.0,ZAR,ocds-9t57fa-25884,ocds-9t57fa-25884-2022-07-08T00:00:00Z
5587,Mubvumela Corporation,QSE,active,0.0,ZAR,ocds-9t57fa-25929,ocds-9t57fa-25929-2022-07-08T00:00:00Z
8305,MVUNO ADVISORY,EME,active,0.0,ZAR,ocds-9t57fa-25928,ocds-9t57fa-25928-2022-07-08T00:00:00Z
8792,BLACKSPOT AD AND DESIGN,EME,active,0.0,ZAR,ocds-9t57fa-25975,ocds-9t57fa-25975-2022-07-08T00:00:00Z
4851,LDMO TRADING,EME,active,0.0,ZAR,ocds-9t57fa-26380,ocds-9t57fa-26380-2022-07-15T00:00:00Z
8680,Mathelemusa Trading and Projects,EME,active,0.0,ZAR,ocds-9t57fa-26492,ocds-9t57fa-26492-2022-07-15T00:00:00Z
36664, (PHANDU COMMUNICATIONS),GEN,active,9876660.0,ZAR,ocds-9t57fa-26546,ocds-9t57fa-26546-2022-07-15T00:00:00Z
11660,EMPA STRUCTURES ,GEN,active,0,ZAR,ocds-9t57fa-26983,ocds-9t57fa-26983-2022-07-15T00:00:00Z
11884,CHE ELEC ENG,EME,active,0,ZAR,ocds-9t57fa-27110,ocds-9t57fa-27110-2022-07-22T00:00:00Z
9273,ALL CENTRAL TRADING,EME,active,0.0,ZAR,ocds-9t57fa-27171,ocds-9t57fa-27171-2022-07-22T00:00:00Z
9015,MARTIN AND EAST,EME,active,0.0,ZAR,ocds-9t57fa-27799,ocds-9t57fa-27799-2022-07-29T00:00:00Z
11954,WASTE CARRIERS,EME,active,0,ZAR,ocds-9t57fa-27805,ocds-9t57fa-27805-2022-07-29T00:00:00Z
14222,AVUMILE FINANCE CONSTRUCTION AND PROPERTIES,EME,active,0,ZAR,ocds-9t57fa-27838,ocds-9t57fa-27838-2022-07-29T00:00:00Z
6093,SNAPP ARCHITECTS,QSE,active,0.0,ZAR,ocds-9t57fa-27990,ocds-9t57fa-27990-2022-07-29T00:00:00Z
6607,SETSIBI IT SUPPORT SERVICES,EME,active,0.0,ZAR,ocds-9t57fa-28614,ocds-9t57fa-28614-2022-08-05T00:00:00Z
14654,Smartech Woman,EME,active,10346811.44,ZAR,ocds-9t57fa-28643,ocds-9t57fa-28643-2022-08-05T00:00:00Z
6350,PRINT CITY COMMUNICATIONS,EME,active,0.0,ZAR,ocds-9t57fa-28661,ocds-9t57fa-28661-2022-08-12T00:00:00Z
15761,HAMSA Consulting Engineers,EME,active,0,ZAR,ocds-9t57fa-28683,ocds-9t57fa-28683-2022-08-05T00:00:00Z
11174,MAXAL PROJECTS (SA),EME,active,0.0,ZAR,ocds-9t57fa-28715,ocds-9t57fa-28715-2022-08-05T00:00:00Z
10082,DAMIANS CONTRACTORS,QSE,active,0.0,ZAR,ocds-9t57fa-29195,ocds-9t57fa-29195-2022-08-12T00:00:00Z
6534,GAP INFRASTRUCTURE CORPORATION,EME,active,0.0,ZAR,ocds-9t57fa-29226,ocds-9t57fa-29226-2022-08-12T00:00:00Z
16254,QUETZAL TRADING 116,EME,active,0,ZAR,ocds-9t57fa-29240,ocds-9t57fa-29240-2022-08-12T00:00:00Z
17228,SIYEJABULA TRADING,EME,active,0,ZAR,ocds-9t57fa-29274,ocds-9t57fa-29274-2022-08-12T00:00:00Z
17219,SIYEJABULA TRADING,EME,active,0,ZAR,ocds-9t57fa-29276,ocds-9t57fa-29276-2022-08-12T00:00:00Z
8737,UBE CONSTRUCTION,QSE,active,0.0,ZAR,ocds-9t57fa-29289,ocds-9t57fa-29289-2022-08-12T00:00:00Z
4594,GABRIEL FRANCOIS HUGO,EME,active,0.0,ZAR,ocds-9t57fa-29322,ocds-9t57fa-29322-2022-08-12T00:00:00Z
10277,Razzmatazz Civil,GEN,active,0.0,ZAR,ocds-9t57fa-29352,ocds-9t57fa-29352-2022-08-12T00:00:00Z
14234,CMC BAKWENA TRADING,EME,active,0,ZAR,ocds-9t57fa-30048,ocds-9t57fa-30048-2022-08-19T00:00:00Z
10117,Glamorous Communications,EME,active,0.0,ZAR,ocds-9t57fa-30094,ocds-9t57fa-30094-2022-08-19T00:00:00Z
29110, (BENDREW TRADING),EME,active,1959850.0,ZAR,ocds-9t57fa-30193,ocds-9t57fa-30193-2022-08-19T00:00:00Z
16365,CONSTATIN INVESTMENTS,EME,active,1500000.0,ZAR,ocds-9t57fa-30223,ocds-9t57fa-30223-2022-08-19T00:00:00Z
6724,Kwen N Tee,EME,active,0.0,ZAR,ocds-9t57fa-30254,ocds-9t57fa-30254-2022-08-19T00:00:00Z
4502,BATTERY ELECTRONIC AND SECURITY TRADING,EME,active,0.0,ZAR,ocds-9t57fa-30687,ocds-9t57fa-30687-2022-08-25T00:00:00Z
11108,ICE GEE,EME,active,0.0,ZAR,ocds-9t57fa-30846,ocds-9t57fa-30846-2022-08-25T00:00:00Z
8289,BUZAPHI CONSTRUCTION,EME,active,0.0,ZAR,ocds-9t57fa-30869,ocds-9t57fa-30869-2022-08-26T00:00:00Z
12298,CIVIL ELEMENT,EME,active,0,ZAR,ocds-9t57fa-30901,ocds-9t57fa-30901-2022-08-26T00:00:00Z
6677,MAJEKO ENGINEERING,EME,active,0.0,ZAR,ocds-9t57fa-30895,ocds-9t57fa-30895-2022-08-26T00:00:00Z
5116,HIDRO-TECH SYSTEMS,EME,active,0.0,ZAR,ocds-9t57fa-30977,ocds-9t57fa-30977-2022-08-26T00:00:00Z
8729,A T C,EME,active,0.0,ZAR,ocds-9t57fa-31018,ocds-9t57fa-31018-2022-08-26T00:00:00Z
5169,MHLOBO HOLDINGS,EME,active,0.0,ZAR,ocds-9t57fa-31099,ocds-9t57fa-31099-2022-08-26T00:00:00Z
4322,KGOTLHETSA CONSULTING SERVICES,EME,active,0.0,ZAR,ocds-9t57fa-31629,ocds-9t57fa-31629-2022-07-22T00:00:00Z
6574,SIANA CONSULTING,EME,active,0.0,ZAR,ocds-9t57fa-31786,ocds-9t57fa-31786-2022-09-02T00:00:00Z
9600,PERE AND PHILLIPS,EME,active,0.0,ZAR,ocds-9t57fa-31856,ocds-9t57fa-31856-2022-09-02T00:00:00Z
10835,SIPHUMELELE GENERAL SERVICES.,EME,active,0.0,ZAR,ocds-9t57fa-31905,ocds-9t57fa-31905-2022-09-02T00:00:00Z
6742,VOX TELECOMMUNICATIONS,EME,active,0.0,ZAR,ocds-9t57fa-31974,ocds-9t57fa-31974-2022-09-02T00:00:00Z
4719,Mote Bussiness Solutions,EME,active,0.0,ZAR,ocds-9t57fa-31992,ocds-9t57fa-31992-2022-09-02T00:00:00Z
13175,NEDBANK,EME,active,0,ZAR,ocds-9t57fa-32483,ocds-9t57fa-32483-2022-09-08T00:00:00Z
7816,RAKOMA AND ASSOCIATES,QSE,active,0.0,ZAR,ocds-9t57fa-32512,ocds-9t57fa-32512-2022-09-09T00:00:00Z
13867,CHE ELEC ENG,EME,active,911501.0,ZAR,ocds-9t57fa-32566,ocds-9t57fa-32566-2022-09-09T00:00:00Z
9121,ME Builders and Sons,QSE,active,0.0,ZAR,ocds-9t57fa-32609,ocds-9t57fa-32609-2022-09-09T00:00:00Z
7051,ACTIVE PHAMBILI CIVILS,EME,active,0.0,ZAR,ocds-9t57fa-32629,ocds-9t57fa-32629-2022-09-09T00:00:00Z
23019,MOBILE TELEPHONE NETWORKS,EME,active,1200000.0,ZAR,ocds-9t57fa-32694,ocds-9t57fa-32694-2022-09-09T00:00:00Z
8704,Switch Up Investment,EME,active,0.0,ZAR,ocds-9t57fa-33293,ocds-9t57fa-33293-2022-09-16T00:00:00Z
8361,Liliso Guards Security And Cleaning,EME,active,0.0,ZAR,ocds-9t57fa-33539,ocds-9t57fa-33539-2022-09-16T00:00:00Z
10695,NOLADA 8,EME,active,0.0,ZAR,ocds-9t57fa-33546,ocds-9t57fa-33546-2022-09-16T00:00:00Z
5329,Nutech Industrial,EME,active,0.0,ZAR,ocds-9t57fa-33629,ocds-9t57fa-33629-2022-09-16T00:00:00Z
8741,Hazrisk Consulting ,EME,active,0.0,ZAR,ocds-9t57fa-33669,ocds-9t57fa-33669-2022-09-16T00:00:00Z
9357,REGGIE AND PARTNERS CONSTRUCTION AND TRADING ,EME,active,0.0,ZAR,ocds-9t57fa-34259,ocds-9t57fa-34259-2022-09-23T00:00:00Z
23729,BATATU ELECTRICAL,EME,active,5000000.0,ZAR,ocds-9t57fa-34410,ocds-9t57fa-34410-2022-09-23T00:00:00Z
17095,SPECTRUM COMMUNICATIONS,EME,active,0,ZAR,ocds-9t57fa-34485,ocds-9t57fa-34485-2022-09-23T00:00:00Z
4774,Eastside group,EME,active,0.0,ZAR,ocds-9t57fa-34817,ocds-9t57fa-34817-2022-07-01T00:00:00Z
11719,ACTOPHAMBILI ROADS,GEN,active,0,ZAR,ocds-9t57fa-35124,ocds-9t57fa-35124-2022-09-30T00:00:00Z
7047,BLACKMASH,EME,active,0.0,ZAR,ocds-9t57fa-35141,ocds-9t57fa-35141-2022-09-30T00:00:00Z
14093,GLOBAL SOLUTION DEVELOPMENT,EME,active,0,ZAR,ocds-9t57fa-35181,ocds-9t57fa-35181-2022-09-30T00:00:00Z
26828, (NGAATENDWE TRADING),QSE,active,4038225.0,ZAR,ocds-9t57fa-35314,ocds-9t57fa-35314-2022-09-30T00:00:00Z
9572,Qcobs,EME,active,0.0,ZAR,ocds-9t57fa-35645,ocds-9t57fa-35645-2022-10-07T00:00:00Z
5597,CHM VUWANI COMPUTER SOLUTIONS,EME,active,0.0,ZAR,ocds-9t57fa-35899,ocds-9t57fa-35899-2022-08-25T00:00:00Z
27828, (ACTOPHAMBILI ROADS),GEN,active,46500000.0,ZAR,ocds-9t57fa-35902,ocds-9t57fa-35902-2022-10-07T00:00:00Z
12326,LEHUNA ENGINEERING SERVICES,EME,active,0,ZAR,ocds-9t57fa-35916,ocds-9t57fa-35916-2022-10-07T00:00:00Z
40205, (TRIVIRON PROJECT MANAGEMENT),GEN,active,300000000.0,ZAR,ocds-9t57fa-36020,ocds-9t57fa-36020-2022-10-07T00:00:00Z
5686,TELKOM SA,EME,active,0.0,ZAR,ocds-9t57fa-36100,ocds-9t57fa-36100-2022-10-07T00:00:00Z
15093,VST CONSULTING ENGINEERS,EME,active,0,ZAR,ocds-9t57fa-36691,ocds-9t57fa-36691-2022-10-14T00:00:00Z
11359,Umbele Ogwansile Trading Enterprise,EME,active,0,ZAR,ocds-9t57fa-37347,ocds-9t57fa-37347-2022-10-21T00:00:00Z
13792,Roadmac Surfacing,GEN,active,0,ZAR,ocds-9t57fa-37366,ocds-9t57fa-37366-2022-10-21T00:00:00Z
13769,NOVUS3,QSE,active,0,ZAR,ocds-9t57fa-37400,ocds-9t57fa-37400-2022-10-21T00:00:00Z
13561,ROADMAC SURFACING CAPE,GEN,active,0,ZAR,ocds-9t57fa-37496,ocds-9t57fa-37496-2022-10-21T00:00:00Z
15910,TECHEX DIGITAL  SOLUTIONS,EME,active,0,ZAR,ocds-9t57fa-37524,ocds-9t57fa-37524-2022-10-21T00:00:00Z
9024,Cool Makers Trading ,EME,active,0.0,ZAR,ocds-9t57fa-37543,ocds-9t57fa-37543-2022-10-21T00:00:00Z
14517,RTH JOINT VENTURE,EME,active,62982250.04,ZAR,ocds-9t57fa-37592,ocds-9t57fa-37592-2022-10-21T00:00:00Z
8044,OKS INVESTMENT 2009,EME,active,0.0,ZAR,ocds-9t57fa-37658,ocds-9t57fa-37658-2022-10-21T00:00:00Z
7971,Tshifcon,EME,active,0.0,ZAR,ocds-9t57fa-37717,ocds-9t57fa-37717-2022-07-01T00:00:00Z
10074,NETWORX FOR CAREER DEVELOPMENT,EME,active,0.0,ZAR,ocds-9t57fa-38151,ocds-9t57fa-38151-2022-10-28T00:00:00Z
13939,ASLA KONSTRUKSIE,EME,active,0,ZAR,ocds-9t57fa-38240,ocds-9t57fa-38240-2022-10-28T00:00:00Z
14153,RAUBEX BUILDING,GEN,active,97738470.0,ZAR,ocds-9t57fa-38256,ocds-9t57fa-38256-2022-10-28T00:00:00Z
38002, (OMA CHARTERED ACCOUNTANTS),GEN,active,6865500.0,ZAR,ocds-9t57fa-38336,ocds-9t57fa-38336-2022-10-28T00:00:00Z
18697,CONFIGURATION SOLUTIONS,EME,active,9135900.0,ZAR,ocds-9t57fa-38830,ocds-9t57fa-38830-2022-11-04T00:00:00Z
8428,Phalalang Business Enterprise,EME,active,0.0,ZAR,ocds-9t57fa-38964,ocds-9t57fa-38964-2022-11-04T00:00:00Z
12657,LEAFY SPACE,EME,active,46413671.1,ZAR,ocds-9t57fa-38997,ocds-9t57fa-38997-2022-11-04T00:00:00Z
8102,CYMANTIA LIZTY-ANN CARELSE,EME,active,0.0,ZAR,ocds-9t57fa-39074,ocds-9t57fa-39074-2022-11-04T00:00:00Z
54348,SNOW LINE TRADING 630,Small Micro Enterprise,active,35000.0,ZAR,ocds-9t57fa-39149,ocds-9t57fa-39149-2022-11-04T00:00:00Z
19918,SIZWE AFRICA IT GROUP,QSE,active,51906884.0,ZAR,ocds-9t57fa-39170,ocds-9t57fa-39170-2022-11-04T00:00:00Z
9255,Smith Tabata ,GEN,active,0.0,ZAR,ocds-9t57fa-39796,ocds-9t57fa-39796-2022-11-11T00:00:00Z
9382,TSHANI CONSULTING,EME,active,0.0,ZAR,ocds-9t57fa-39884,ocds-9t57fa-39884-2022-11-11T00:00:00Z
13724,ILEARN CORPORATE SERVICES,EME,active,0,ZAR,ocds-9t57fa-39989,ocds-9t57fa-39989-2022-11-11T00:00:00Z
12995,TSHIRELETSO MULTI-SKILLS AND TRAINING,EME,active,0,ZAR,ocds-9t57fa-40059,ocds-9t57fa-40059-2022-11-11T00:00:00Z
11488,LENGOAF PROJECTS,EME,active,479355.0,ZAR,ocds-9t57fa-40740,ocds-9t57fa-40740-2022-11-18T00:00:00Z
10359,BLACKBIRD TRADING 480,EME,active,0.0,ZAR,ocds-9t57fa-40959,ocds-9t57fa-40959-2022-11-18T00:00:00Z
9011,Executive Pro Active Security Services,EME,active,0.0,ZAR,ocds-9t57fa-40978,ocds-9t57fa-40978-2022-11-18T00:00:00Z
7783,KARL STORZ ENDOSCOPY (SOUTH AFRICA),EME,active,0.0,ZAR,ocds-9t57fa-41015,ocds-9t57fa-41015-2022-11-18T00:00:00Z
9806,BVI CONSULTING ENGINEERS NORTHERN CAPE,QSE,active,0.0,ZAR,ocds-9t57fa-41063,ocds-9t57fa-41063-2022-11-18T00:00:00Z
8827,BIDVEST PAPERPLUS,GEN,active,0.0,ZAR,ocds-9t57fa-41134,ocds-9t57fa-41134-2022-11-18T00:00:00Z
13111,Ashsons Outfitters,EME,active,0,ZAR,ocds-9t57fa-41179,ocds-9t57fa-41179-2022-11-18T00:00:00Z
10217,Datacentrix,EME,active,0.0,ZAR,ocds-9t57fa-41884,ocds-9t57fa-41884-2022-11-25T00:00:00Z
13776,ROMH CONSULTING,QSE,active,0,ZAR,ocds-9t57fa-41946,ocds-9t57fa-41946-2022-11-25T00:00:00Z
8626,MASANA - MASHOLD,EME,active,0.0,ZAR,ocds-9t57fa-41976,ocds-9t57fa-41976-2022-11-25T00:00:00Z
11895,Lockdown IT,EME,active,4175210.88,ZAR,ocds-9t57fa-41992,ocds-9t57fa-41992-2022-11-25T00:00:00Z
13918,HIDRO-TECH SYSTEMS,EME,active,35163460.0,ZAR,ocds-9t57fa-42083,ocds-9t57fa-42083-2022-11-25T00:00:00Z
29772, (MOBENI INTEGRATED SYSTEMS),EME,active,1363244.0,ZAR,ocds-9t57fa-42509,ocds-9t57fa-42509-2022-12-02T00:00:00Z
11844,LATHISO CONSULTING ENGINEERS,QSE,active,0,ZAR,ocds-9t57fa-42525,ocds-9t57fa-42525-2022-12-02T00:00:00Z
16368,RADIOF,GEN,active,1950000.0,ZAR,ocds-9t57fa-42538,ocds-9t57fa-42538-2022-12-02T00:00:00Z
16346,LITHABA-BASADI INVESTMENTS,QSE,active,3045828.0,ZAR,ocds-9t57fa-42542,ocds-9t57fa-42542-2022-12-02T00:00:00Z
12126,SNA CIVIL AND STRUCTURAL ENGINEERS,GEN,active,79606435.05,ZAR,ocds-9t57fa-42568,ocds-9t57fa-42568-2022-12-02T00:00:00Z
11228,SPT CONSULTING,EME,active,0,ZAR,ocds-9t57fa-43073,ocds-9t57fa-43073-2022-12-09T00:00:00Z
12841,DOWN TOUCH INVESTMENTS,EME,active,0,ZAR,ocds-9t57fa-43215,ocds-9t57fa-43215-2022-12-09T00:00:00Z
11510,Nihka Technology Group,QSE,active,0,ZAR,ocds-9t57fa-43228,ocds-9t57fa-43228-2022-12-09T00:00:00Z
13674,SIYANDANOMBU TRADING ENTERPRISE,EME,active,0,ZAR,ocds-9t57fa-43256,ocds-9t57fa-43256-2022-12-09T00:00:00Z
15498,Modise Protection Services,EME,active,5864377.0,ZAR,ocds-9t57fa-43272,ocds-9t57fa-43272-2022-12-09T00:00:00Z
10655,LCS Group Developers,EME,active,0.0,ZAR,ocds-9t57fa-43655,ocds-9t57fa-43655-2022-12-15T00:00:00Z
11839,AMANDLAGCF CONSTRUCTION ,EME,active,0,ZAR,ocds-9t57fa-43758,ocds-9t57fa-43758-2022-12-15T00:00:00Z
17149,C AND B DICKENS TRANSPORT AND PLANT HIRE,EME,active,0,ZAR,ocds-9t57fa-43827,ocds-9t57fa-43827-2022-12-15T00:00:00Z
57263,ACTOM,LME,active,0.0,ZAR,ocds-9t57fa-44031,ocds-9t57fa-44031-2022-12-29T00:00:00Z
8562,REMONE PRINTING AND PROJECT,EME,active,0.0,ZAR,ocds-9t57fa-47094,ocds-9t57fa-47094-2022-08-26T00:00:00Z
9429,EPC CONSUMABLES ,QSE,active,0.0,ZAR,ocds-9t57fa-49413,ocds-9t57fa-49413-2022-08-26T00:00:00Z
10306,Zwamadzanga General Trading,EME,active,0.0,ZAR,ocds-9t57fa-51374,ocds-9t57fa-51374-2022-11-25T00:00:00Z
10690,Linked Stationery,EME,active,0.0,ZAR,ocds-9t57fa-52021,ocds-9t57fa-52021-2022-10-07T00:00:00Z
59581,GENBIZ TRADING 1001,EME,active,194398920.0,ZAR,ocds-9t57fa-143560,ocds-9t57fa-143560-2022-06-24T00:00:00Z
2771,Marcus Medical,EME,active,0.0,ZAR,ocds-9t57fa-14760,ocds-9t57fa-14760-2022-01-14T00:00:00Z
5983,WATSON CONSULTING ENGINEERS,EME,active,0.0,ZAR,ocds-9t57fa-15795,ocds-9t57fa-15795-2022-01-28T00:00:00Z
5881,WASTE CARRIERS,EME,active,0.0,ZAR,ocds-9t57fa-15929,ocds-9t57fa-15929-2022-01-28T00:00:00Z
30127, (CIVILS 2000),GEN,active,388941837.0,ZAR,ocds-9t57fa-16062,ocds-9t57fa-16062-2022-01-28T00:00:00Z
2690,SANKOFA INSURANCE BROKERS,EME,active,0.0,ZAR,ocds-9t57fa-16676,ocds-9t57fa-16676-2022-02-04T00:00:00Z
4166,CENTURION VISION DEVELOPMENT,EME,active,0.0,ZAR,ocds-9t57fa-16695,ocds-9t57fa-16695-2022-02-04T00:00:00Z
10293,ROADMAC SURFACING CAPE,GEN,active,0.0,ZAR,ocds-9t57fa-17209,ocds-9t57fa-17209-2022-02-11T00:00:00Z
6045,ZAI CONSULTANTS,EME,active,0.0,ZAR,ocds-9t57fa-17305,ocds-9t57fa-17305-2022-02-11T00:00:00Z
3053,PREDUSE PROJECTS,EME,active,0.0,ZAR,ocds-9t57fa-17385,ocds-9t57fa-17385-2022-02-12T00:00:00Z
25157,V3 CONSULTING ENGINEERS,EME,active,163613.0,ZAR,ocds-9t57fa-19364,ocds-9t57fa-19364-2022-03-18T00:00:00Z
6884,A T C,EME,active,0.0,ZAR,ocds-9t57fa-19643,ocds-9t57fa-19643-2022-03-25T00:00:00Z
29602, (MPHANGWA CONTRACTING AND TRADING),EME,active,2497340.0,ZAR,ocds-9t57fa-19908,ocds-9t57fa-19908-2022-04-01T00:00:00Z
2646,T and Z CONSTRUCTION,EME,active,0.0,ZAR,ocds-9t57fa-20364,ocds-9t57fa-20364-2022-04-14T00:00:00Z
9497,ATUBA CONSTRUCTION,EME,active,0.0,ZAR,ocds-9t57fa-20399,ocds-9t57fa-20399-2022-04-14T00:00:00Z
8952,Universal Knowledge Software ,QSE,active,0.0,ZAR,ocds-9t57fa-20457,ocds-9t57fa-20457-2022-04-14T00:00:00Z
3301,D2SL STEEL PROJECTS,EME,active,0.0,ZAR,ocds-9t57fa-21219,ocds-9t57fa-21219-2022-05-05T00:00:00Z
3732,KUNENE MAKOPO RISK SOLUTIONS,GEN,active,0.0,ZAR,ocds-9t57fa-21671,ocds-9t57fa-21671-2022-05-14T00:00:00Z
15264,BRILLIANT TELECOMMUNICATIONS,EME,active,45102828.94,ZAR,ocds-9t57fa-22138,ocds-9t57fa-22138-2022-05-20T00:00:00Z
28592, (CLIVES TRANSPORT),EME,active,183782758.0,ZAR,ocds-9t57fa-22624,ocds-9t57fa-22624-2022-05-28T00:00:00Z
4997,SONITAS AD VITAM,EME,active,0.0,ZAR,ocds-9t57fa-23052,ocds-9t57fa-23052-2022-06-03T00:00:00Z
37666, (ChangeAbility),EME,active,5888800.0,ZAR,ocds-9t57fa-23566,ocds-9t57fa-23566-2022-06-11T00:00:00Z
47282, UBUNTU TECHNOLOGY,EME,active,3953642325.0,ZAR,ocds-9t57fa-24159,ocds-9t57fa-24159-2022-06-17T00:00:00Z
5809,DESIGNTEC PRINTING,EME,active,0.0,ZAR,ocds-9t57fa-24710,ocds-9t57fa-24710-2022-06-24T00:00:00Z
